name,url,phone,cnpj,streetAddress,neighborhood,zipcode,rating,email,cuisine,priceRange,regiao,instagramUrl,instagram_profile_url,instagram_user_id,seguidores,perfil_do_lead,punch_line
Temperao Lanches | FLORIANOPOLIS | iFood,https://www.ifood.com.br/delivery/florianopolis-sc/temperao-lanches-costeira-do-pirajubae/72db2e2c-f58d-45f2-b41a-ed5e4c179890,48996721811,95876256000173,Avenida Governador Jorge Lacerda 1408,Costeira do Pirajubaé,88047003,4.7,,"""Lanches""","""$$""",Florianópolis,https://www.instagram.com/temperaochoppbar/,https://www.instagram.com/temperaochoppbar/,1967039468,,"O perfil parece ser de um estabelecimento gastronômico em Florianópolis, especializado em lanches, pizzas e drinks. A frequência de posts sugere uma presença ativa nas redes sociais, com foco em vídeos. Os destaques organizam o conteúdo em categorias específicas, indicando uma variedade de ofertas no cardápio.","Considere explorar como os vídeos podem destacar ainda mais a experiência gastronômica única que o Temperao Lanches oferece em Florianópolis, talvez mostrando o preparo dos lanches ou a interação com os clientes."
Prime Burguer | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/prime-burguer-pituba/8753523c-34b4-470b-981c-e1b81b1cc5b5,71987229333,62004198000139,AVENIDA PAULO VI 1246,PITUBA,40301155,4.5,grupovegasadm@gmail.com,"""Lanches""","""$""",,,,,,,
Recanto das Quentinhas | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/recanto-das-quentinhas-brotas/913d0a73-f1a9-45c6-a28c-9181418230cf,71996447736,36926150000178,3ª Travessa Padre Daniel Lisboa 58,Brotas,40283565,4.8,jairosg20@hotmail.com,"""Marmita""","""$""",,,,,,,
Pepezzito Pizza Entrega Rápida | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/pepezzito-pizza-entrega-rapida-candeal/b8c9ecaa-5329-44f0-b713-e208c07d6431,71992466150,59622567000142,rua waldemar falcão 411,candeal,40296700,4.4,fiscal@renovacaoconsultoria.com.br,"""Pizza""","""$""",,,,,,,
Caldoaê | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/caldoae-uruguai/c3d30189-74a5-4f45-82e6-d6f3a48cc51f,71985352609,62585808000135,Rua Professor José Santana 13,Uruguai,40450690,5,roosemeiree.batistaa@gmail.com,"""Comida Brasileira""","""$""",,,,,,,
Healthy Por Victoria Cintra - Barra | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/healthy-por-victoria-cintra---barra-barra/d79ad401-5bb6-4cf8-853a-fcb3c67061f9,71988869626,62792342000149,Av. Centenário 2992,Barra,40140400,4.7,fiscal@hubnexxo.com.br,"""Comida Saudável""","""$""",,,,,,,
Point dos Caldos | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/point-dos-caldos-pernambues/1fabf89b-b717-4ac4-93ca-47f020360afb,71988814372,24351434000102,R. Santa Bárbara de Saramandaia 214,Pernambués,41100310,4.8,,"""Sopas &amp; Caldos""","""$""",,,,,,,
Delícias &amp; Encantos | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/delicias--encantos-caminho-das-arvores/269ba53a-edea-4a30-b6af-53eefdc197f1,71991092055,62018646000153,ALAMEDA DAS ESPATODEAS 180,CAMINHO DAS ARVORES,41820460,4.7,adm@doceesonhos.com.br,"""Doces &amp; Bolos""","""$""",,,,,,,
Delicatéssen Favorita | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/delicatessen-favorita-federacao/78f90256-d250-4971-a0cc-69ecf81f31f5,71986911026,50675715000112,2ª Travessa Padre Domingos de Brito 185,Federação,40231181,4.8,adilsonbirosouza@gmail.com,"""Padaria""","""$""",,,,,,,
Bahia Burguer | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/bahia-burguer-federacao/84690a44-9e99-4748-875a-f051a64e10dd,71991155336,43274118000110,Rua Jardim Federação 40,Federação,40231060,4.8,brunoshs33@gmail.com,"""Lanches""","""$""",,,,,,,
Parmê &amp; Cia - Parmegiana | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/parme--cia---parmegiana-dois-de-julho/9d2fdafc-41f3-48b9-9d4e-7b09d51a7af8,71987862766,57928668000110,Praça general inocencio galvão 26,Dois de Julho,40060055,4.8,inpacheco@hotmail.com,"""Comida Brasileira""","""$""",,,,,,,
Bacio Di Latte - Shop Barra Salvador | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/bacio-di-latte---shop-barra-salvador-barra/b70278c7-29f3-460a-a1bd-6ec55b443a62,71944453723,11950487013410,Avenida Centenário 2992,Barra,40140902,4.9,fiscal@bdil.com.br,"""Sorvetes""","""$""",,,,,,,
Almacen Pepe Barra | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/almacen-pepe-barra-barra/ca3d5b97-8df8-4424-81b3-e5ec154d0b85,71982316526,58535230000135,Avenida Centenário 2992,Barra,40140902,4.8,tributario@bomfimnet.com,"""Lanches""","""$""",,,,,,,
TAURUS ESPETINHOS NA BRASA | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/taurus-espetinhos-na-brasa-rio-vermelho/cbfce8c8-f3d7-42d9-ae45-43daaa7e6218,71988013333,46977486000113,RUA RAIMUNDO VIANA 79,RIO VERMELHO,41950790,4.5,jorgecotinha@hotmail.com,"""Carnes""","""$""",,,,,,,
Dom Ohana Açaí | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/dom-ohana-acai-amaralina/cdabaf83-8434-482f-82bf-cbc2c8094244,71992409037,40069294000122,Rua do Balneário 18,Amaralina,41900050,4.8,alesleo05@gmail.com,"""Açaí""","""$""",,,,,,,
Gelato Luce | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/gelato-luce-graca/d600ecda-4ed3-42e4-90c9-6bd0714d95e2,71997037171,38241545000162,Rua Oito de Dezembro 130,Graça,40150000,4.9,katialuz0208@gmail.com,"""Sorvetes""","""$""",,,,,,,
Bão Barra | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/bao-barra-barra/dd268cc9-8932-47bd-aee6-fec20307e416,71996060840,41541156000248,RUA AUGUSTO FREDERICO SCHMITH 302,BARRA,40140390,4.6,fiscal.nexxo@gmail.com,"""Comida Brasileira""","""$""",,,,,,,
Toca do Açaí &amp; Açai | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/toca-do-acai--acai-cosme-de-farias/e9115526-a28f-4c04-8310-30827e2917d4,71984701141,58913184000160,Rua São Paulo 44,Cosme de Farias,40253300,4.7,michel_vbcbrasil@hotmail.com,"""Açaí""","""$""",,,,,,,
Empório Quinta Avenida | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/emporio-quinta-avenida-pituba/ecda3c0f-2c08-4d75-b139-e86c8955018e,71992041410,46432109000107,Avenida Manoel Dias da Silva 802,Pituba,41830000,4.9,falecom@quintaavenida.com.br,"""Doces &amp; Bolos""","""$""",,,,,,,
Felicità Pizzaria | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/felicita-pizzaria-barra/33f3e1c1-f9ed-446d-9c24-5e9932bf78b6,71999599970,58729078000121,Rua Afonso Celso 226,Barra,40140080,4.5,samaralojaifood@hotmail.com,"""Pizza""","""$""",,,,,,,
Império Burguer | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/imperio-burguer-federacao/3414c330-d8f6-403c-a826-80cf9758fbcc,71991155336,57694520000169,Rua Jardim Federação 40,Federacao,40231060,4.6,brunoshs33@gmail.com,"""Lanches""","""$""",,,,,,,
Churrascaria Candeal Brotas | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/churrascaria-candeal-brotas-acupe-de-brotas/55796b42-2a98-49f9-bbf7-af91e108ff8f,71999865048,27960025000193,Avenida Dom João VI 13,Acupe de Brotas,40290000,4.6,gal.julia.bianca@hotmail.com,"""Carnes""","""$$$$""",,,,,,,
Almaléa Sorvetes | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/almalea-sorvetes-rio-vermelho/574cc90c-c48a-4a9c-92a3-77cf147b0542,71999693080,32362855000159,Rua da Paciência 233,Rio Vermelho,41950010,4.9,tteixeiranatalia@gmail.com,"""Sorvetes""","""$""",,,,,,,
Anabel Confeitaria - Graça | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/anabel-confeitaria---graca-graca/7978a3d4-a809-41b6-9fa7-988f603616ec,71992507837,26121045000108,RUA DA PAZ 113,GRACA,40150140,4.9,rpccontabil@terra.com.br,"""Doces &amp; Bolos""","""$$""",,,,,,,
Açaí 73 - Barra | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/acai-73---barra-barra/82c9428e-0c65-4630-97ec-51ff9868c82d,71983154511,35537447000189,R BARAO DE ITAPOAN 118,BARRA,40140060,4.8,lucas.advocacia@hotmail.com,"""Açaí""","""$$""",,,,,,,
Mango Saladas e Wraps - Barra | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/mango-saladas-e-wraps---barra-barra/096796a9-2303-4ea5-bc93-1cb4e3b9f955,71991199895,54492311000144,RUA JOSE SATIRO DE OLIVEIRA 8,Barra,40140790,4.6,nagoyabarra@gmail.com,"""Comida Saudável""","""$""",,,,,,,
Sonhos em Potes - Doces &amp; Bolos | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/sonhos-em-potes---doces--bolos-rio-vermelho/1f405257-7228-4901-9ec2-665e43a8dd8f,71981696769,24182761000170,Rua Ilhéus 95,Rio Vermelho,41940570,4.9,sonhosempotes@hotmail.com,"""Doces &amp; Bolos""","""$""",,,,,,,
La Prima Restaurante e Pizzaria | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/la-prima-restaurante-e-pizzaria-parque-bela-vista/2d442ce0-1bef-4ce1-a5cb-92002c0cb23a,71991526138,57308260000146,Av. Antônio Carlos Magalhães 1962,Parque Bela Vista,41850000,4.7,lpnegocios37@gmail.com,"""Pizza""","""$""",,,,,,,
Temperado - Marmita Brasileira | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/temperado---marmita-brasileira-rio-vermelho/304dfc28-28aa-4dbb-acf4-95de0546be68,71992711241,33846326000193,Avenida Juracy Magalhães Júnior 53,Rio Vermelho,41940060,4.5,krlos.010@hotmail.com,"""Comida Brasileira""","""$""",,,,,,,
Sushi Haack - Ondina | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/sushi-haack---ondina-barra/3498e289-f4b5-4ff2-b914-04ca9f13eaf2,71999161683,64373429000107,Avenida Oceânica 2400,Barra,40170010,4.4,,"""Comida Japonesa""","""$""",,,,,,,
Acarajé da Eliana | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/acaraje-da-eliana-stiep/681907b1-46c0-453e-b1b7-0083ad7c5859,71985040171,41612751000146,AVENIDA PROFESSOR MANOEL RIBEIRO 861,STIEP,41750160,4.9,gabrielaa_herrera@hotmail.com,"""Baiana""","""$""",,,,,,,
Starbucks - Salvador Barra | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/starbucks---salvador-barra-barra/8461bcf2-0867-4ef4-86e7-abea2555a248,71996852298,55567582002209,Av. Centenário 2992,Barra,40140902,4.9,tributos@starbucks.com.br,"""Cafeteria""","""$$""",,,,,,,
Craquelatto Confiserie | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/craquelatto-confiserie-pituba/19b0697d-7963-4b1d-950c-486b26d05e5d,71981818838,51216222000187,Rua das Dálias 182,Pituba,41810040,5,paulo@absoluteconsultoria.com.br,"""Doces &amp; Bolos""","""$""",,,,,,,
Ganache Doceria - Ferreira Costa Barris | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/ganache-doceria---ferreira-costa-barris-barris/23231679-0fe5-446d-8c95-73c9dbeecc89,71991027490,27391157000494,Avenida Vale dos Barris 125,Barris,40070055,4.8,legal@hmcontabilidade.com.br,"""Doces &amp; Bolos""","""$""",,,,,,,
Casa de Bolos - Barra | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/casa-de-bolos---barra-barra/6a34718b-9013-4da7-98de-d07694c2563d,71985553386,59045927000190,ALAMEDA ANTUNES 13,BARRA,40140020,4.9,maureiracyntia@gmail.com,"""Doces &amp; Bolos""","""$""",,,,,,,
Coxa Coxinha Barra | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/coxa-coxinha-barra-barra/746df994-3216-4e6b-97bf-72cb2df12bf8,71993538288,22819761000455,Avenida Centenário 2992 2992,Barra,40140902,4.9,juliana@coxacoxinha.com.br,"""Lanches""","""$$""",,,,,,,
Açaí Prime | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/acai-prime-barra/c730771a-681f-4675-b143-cdf3be4c986d,71991812487,23172831000146,Vila Campos 35,Barra,40140050,4.9,jamerson464@gmail.com,"""Açaí""","""$""",,,,,,,
Suprema Pizza - Barra | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/suprema-pizza---barra-barra/cd0260c6-6760-49c2-8bd2-cc57e654c194,71981953852,50302706000186,Rua Afonso Celso 226,Barra,40140080,4.6,2p.da.cv@gmail.com,"""Pizza""","""$""",,,,,,,
Bom Te Ver Bolos &amp; Doces | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/bom-te-ver-bolos--doces-garcia/d8f3271a-b63c-41a2-9a66-2fe444db4767,71981738917,59820653000160,Rua Padre Domingos de Brito 26,Garcia,40105380,4.7,rodriguescris130@gmail.com,"""Doces &amp; Bolos""","""$""",,,,,,,
Fran Maron - Confeitaria Artesanal | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/fran-maron---confeitaria-artesanal-graca/6474c47b-7b63-419c-9c15-6d74105ece03,71997313573,55702281000116,Rua da Paz 139,Graça,40150140,4.9,francesmaron@gmail.com,"""Doces &amp; Bolos""","""$""",,,,,,,
Restaurante Puro Sabor - Comida Brasileira | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/restaurante-puro-sabor---comida-brasileira-federacao/af0aa1aa-13b3-4800-a297-0cd4a3457bfe,71966714041,33960563000180,AVENIDA VASCO DA GAMA 4049,FEDERACAO,40230731,4.6,josimarmacario@gmail.com,"""Marmita""","""$""",,,,,,,
Parmegiana do Chef - Candeal | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/parmegiana-do-chef---candeal-candeal/ca18a62f-8a3c-45c4-b5f4-c0062a4278f3,71993996629,53935056000102,Rua Leonor Calmon 256,Candeal,40296210,4.4,crkempreendimentos@gmail.com,"""Comida Brasileira""","""$""",,,,,,,
Beiju dos Heróis Tapiocaria | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/beiju-dos-herois-tapiocaria-ondina/4def08ce-2fc6-4046-8790-0c16b7703337,71987657995,14068734000117,R. Macapa 124,ONDINA,40170150,4.9,birabeijudosherois@gmail.com,"""Tapioca""","""$""",,,,,,,
Kikalor Açaí - Rio Vermelho | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/kikalor-acai---rio-vermelho-nordeste-do-amaralina/7a34dd7b-2c10-4310-8deb-0084e2caa528,71984405517,63389669000137,Avenida Vale das Pedrinhas 375,Nordeste do Amaralina,41925715,4.8,,"""Açaí""","""$""",,,,,,,
Makai Açaí | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/makai-acai-amaralina/e605bbb7-77b3-4dc3-89ae-ff254b27ad80,71983161983,37282243000170,Travessa Doutor Mateus Cruz 3,Amaralina,41900285,4.9,iveslopes27@gmail.com,"""Açaí""","""$""",,,,,,,
Confeitaria Carregosa Gourmet | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/confeitaria-carregosa-gourmet-jd-apipema/e85be883-d0dc-48f0-a68c-26ce66fff184,71981576578,32159845000110,Plnio Moscoso 627,JD. APIPEMA,40169530,4.9,,"""Doces &amp; Bolos""","""$""",,,,,,,
Kombi 4 Rodas - Desconto Disponível | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/kombi-4-rodas---desconto-disponivel-amaralina/3678b4f0-85d8-4665-975a-1692ea8d616f,71985077305,32922341000100,AMARALINA 78,Amaralina,41900020,4.7,alinelucas07@gmail.com,"""Comida Brasileira""","""$""",,,,,,,
Quintal da Magah | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/quintal-da-magah-federacao/c16cbedc-1e39-4e0f-8dcc-bc10ae11fff5,71983439124,18829354000109,Rua Mestre Pastinha 274,FEDERACAO,40210620,4.3,feziinhacmdf@hotmail.com,"""Comida Brasileira""","""$$""",,,,,,,
Quintal da Esquina | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/quintal-da-esquina-pituba/1f54addc-e493-4ec8-a048-28b52d67dab7,71982413030,59931342000178,RUA DAS ESPERAS 18,PITUBA,41810090,4.6,legal@bomfimconsultoria.com.br,"""Comida Brasileira""","""$""",,,,,,,
Nativus Açaí &amp; Doceria- Brotas | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/nativus-acai--doceria--brotas-brotas/7386ae3f-3b62-4933-8c90-7c588e49920e,71982567207,62816082000102,Avenida Dom João VI 188,Brotas,40283000,4.7,mr7719205@gmail.com,"""Açaí""","""$""",,,,,,,
The Best Açai Barra | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/the-best-acai-barra-barra/779fbb68-844e-4d17-871c-db937732e8eb,71996592355,58998754000162,Rua Afonso Celso 412,Barra,40140080,4.9,fertmenezes@gmail.com,"""Açaí""","""$""",,,,,,,
Pig Pizza - Brotas | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/pig-pizza---brotas-brotas/8522cfd4-1da6-4428-9790-c2bb2939d89e,71997101097,59422023000137,Avenida Dom João VI 1050,Brotas,40283000,4.8,caiquefdelima1@gmail.com,"""Pizza""","""$""",,,,,,,
QPãozinho | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/qpaozinho-caminho-das-arvores/785f8df1-2ba5-463f-bcdb-f9bc6a06039e,71992517429,53162290000136,Alameda das Algarobas 116,Caminho das Árvores,41820500,4.9,attilasm@gmail.com,"""Salgados""","""$""",,,,,,,
Palles - Barra | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/palles---barra-ondina/e3a491c5-c623-4db8-a6c8-38c44c5cf435,71992260108,36518481000179,Avenida Oceânica 2400,Ondina,40170010,4.7,fiscal.nexxo@gmail.com,"""Comida Brasileira""","""$""",,,,,,,
Bravo Burger &amp; Beer - Shopping da Bahia | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/bravo-burger--beer---shopping-da-bahia-caminho-das-arvores/220ba73f-b0ef-4ced-b092-98cdec352eae,71984657494,29580186000268,AV TANCREDO NEVES 148,Caminho das Árvores,41820908,4.8,adm.bravo@outlook.com,"""Hambúrguer""","""$""",,,,,,,
Caco&amp;tal Confeitaria Saudável | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/cacotal-confeitaria-saudavel-rio-vermelho/471af8f0-1b7a-455f-9a23-9f80b23303d1,71988034675,39655180000185,Rua Alexandre de Gusmão 50,Rio Vermelho,41950160,5,marcosvivaldo711@gmail.com,"""Comida Saudável""","""$""",,,,,,,
Seven Wonders Café - Graça | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/seven-wonders-cafe---graca-graca/52e99a72-8563-4d1c-8f3c-d7abd80c4ca9,71997312306,20655480001701,Rua Comendador Horácio Urpia Júnior 75,Graça,40150250,4.4,financeiro@sevencafe.com.br,"""Lanches""","""$""",,,,,,,
Sorriso Gelado - Açaí | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/sorriso-gelado---acai-garcia/622e00b9-2553-419b-9caf-dfc461583fed,71992991927,59369451000143,Rua Dom Manoel I 41,Garcia,40100190,4.8,aquinoalho@gmail.com,"""Açaí""","""$""",,,,,,,
Oxe Açaí - Pituba | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/oxe-acai---pituba-nordeste/8671f596-e6c9-4840-b6f4-3fdfcb0debd8,71988351935,56058127000116,Rua Aurelino Silva 7,Nordeste,41905675,4.4,contato@dellasmais.com.br,"""Açaí""","""$""",,,,,,,
Rei do Cupim - Comida Brasileira | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/rei-do-cupim---comida-brasileira-amaralina/89094584-352f-4d4f-ad58-8be6dc7b690d,71999992662,61546219000185,Avenida Octávio Mangabeira 37,Amaralina,41900381,4.2,taialasilva26@gmail.com,"""Comida Brasileira""","""$""",,,,,,,
Cabo e Carregador Ios - Pink Apple | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/cabo-e-carregador-ios---pink-apple-rio-vermelho/9cc1a6ec-221a-454a-9695-bfea208caebf,71986263754,41397727000131,Rua do Corte Grande 40,Rio Vermelho,41950260,5,ritaburi41@hotmail.com,"""Comida Brasileira""","""$""",,,,,,,
Croc Puxe - Doces e Presentes  | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/croc-puxe---doces-e-presentes-rio-vermelho/7f7ef10a-074f-48f1-b32c-8cfd03edf080,71991981846,44199291000164,Rua Feira de Santana 119,Rio Vermelho,41940600,4.8,lismeirellessacramento@gmail.com,"""Doces &amp; Bolos""","""$""",,,,,,,
Sabor da Zu | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/sabor-da-zu-campinas-de-brotas/9e9ce0f2-7484-444b-9474-70ce7642c2b3,71987436965,59558669000146,ALAMEDA PIATA 13,CAMPINAS DE BROTAS,40275010,4.8,contato@sabordazu.com.br,"""Comida Brasileira""","""$""",,,,,,,
Ki-mukeka Express Shopping Barra | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/ki-mukeka-express-shopping-barra-barra/c7b31ec0-80e5-432d-83a1-101ee9217395,71993345394,48095565000126,Avenida Centenário 2992,Barra,40140902,4.8,atendimento@avrio.com.br,"""Comida Brasileira""","""$""",,,,,,,
Doceria Maria Confeiteira | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/doceria-maria-confeiteira-vila-laura/d52d69da-9a72-4716-9a7e-176b7b29282a,71992833560,29911379000173,Rua Santa Maria Goretti 5,Vila Laura,40270210,4.9,carolcorreia9@hotmail.com,"""Doces &amp; Bolos""","""$$""",,,,,,,
Puxadinho Restaurante | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/puxadinho-restaurante-pituba/08ea6eb8-34b2-4f16-b8c8-33070bb24ffc,71989170673,45243068000130,RUA GUILLARD MUNIZ 650,PITUBA,41810110,4.8,contato@nmcontabil.com.br,"""Comida Brasileira""","""$""",,,,,,,
Mariposa Salvador Shopping | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/mariposa-salvador-shopping-caminho-das-arvores/3eb57299-54b0-4188-b6f0-e65b1a8c7c76,71999211801,11855503000165,Avenida Tancredo Neves 3133,Caminho das Árvores,41820021,4.8,adaltro@mariposa.com.br,"""Comida Brasileira""","""$$$""",,,,,,,
Acaraje da Dinha | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/acaraje-da-dinha-rio-vermelho/426926ff-c1a9-4cfa-b4ef-cf84b1d0cf92,71987870230,48374049000130,Largo de Santana 0,Rio Vermelho,41950650,4.8,aconsultoriacontabil@outlook.com,"""Lanches""","""$$$""",,,,,,,
Noquinha Pizzaria | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/noquinha-pizzaria-rio-vermelho/6be32ccc-7f12-421e-b8a6-cbfe9974ab03,71991384170,45835713000103,Rua Oswaldo Cruz 166,Rio Vermelho,41940000,4.9,salvador@noquinhadelivery.com.br,"""Pizza""","""$""",,,,,,,
Saude Gourmet - Centro | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/saude-gourmet---centro-garcia/824fef82-431a-4c4f-8c97-c6913764e5e8,71993288098,26057061000189,Avenida Centenário 509,Garcia,40100180,4.8,societario@jvncontabilistas.com.br,"""Comida Saudável""","""$""",,,,,,,
Recanto da Lasanha e Parmegiana | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/recanto-da-lasanha-e-parmegiana-rio-vermelho/b91dbcd9-c190-4479-8ef8-0e99a3e1693d,71992688979,24784250000128,Rua Odilon Santos 158,Rio Vermelho,41940350,4.3,irleny64@gmail.com,"""Comida Brasileira""","""$""",,,,,,,
De Alem Mar - Confeitaria Portuguesa Barra | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/de-alem-mar---confeitaria-portuguesa-barra-chame-chame/0bdea50d-12fe-4c27-bc7c-ce9b1bcb2971,71991836799,32025050000209,AVENIDA CENTENARIO 2992,CHAME-CHAME,40149900,4.8,dealemarconfeitaria@gmail.com,"""Doces &amp; Bolos""","""$""",,,,,,,
Rei dos Carregadores | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/rei-dos-carregadores-ondina/22ca7bb5-b472-47a3-a6fb-98c3076252aa,71986263754,57101486000171,5ª Travessa Manoel Rangel 500,Ondina,41940500,5,silasmacedo89@gmail.com,"""Comida Brasileira""","""$""",,,,,,,
Queen Confeitaria | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/queen-confeitaria-federacao/5cb958be-d7cc-4313-9765-43d453a7103c,71987025445,40488972000191,Rua Garibaldi 79,Federação,40230091,4.9,mritabalthazar@gmail.com,"""Doces &amp; Bolos""","""$""",,,,,,,
Degustar Quentinha | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/degustar-quentinha-brotas/8f949772-40e8-47e0-9a8f-e648e53d50e8,71996447736,40569513000132,3ª Travessa Padre Daniel Lisboa 58,Brotas,40283565,4.9,adielsupervisor2@gmail.com,"""Marmita""","""$""",,,,,,,
Pastelaria Dom Pastello | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/pastelaria-dom-pastello-rio-vermelho/b9b3706b-ff4f-4dd4-ae38-35343f18dc4c,71920036420,57083898000126,Rua Odilon Santos 205,Rio Vermelho,41940350,5,thammy_smagge@hotmail.com,"""Pastel""","""$""",,,,,,,
Parmegiana Delivery - Canela | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/parmegiana-delivery---canela-rio-vermelho/23c91402-26ce-4fd1-ba73-71e76aecba91,71993996629,53958785000176,Rua do Côrte Grande 39,Rio Vermelho,41950260,4.5,crkempreendimentos@gmail.com,"""Comida Italiana""","""$""",,,,,,,
Rei do Pirão - Shopping da Gente | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/rei-do-pirao---shopping-da-gente-brotas/7847796e-0334-4c65-a004-af33973fa4d4,71999992662,63196731000174,AVENIDA ANTONIO CARLOS MAGALHAES 4591,BROTAS,40301155,4.2,,"""Comida Brasileira""","""$""",,,,,,,
Acarajé Do Dan Leve &amp; Crocante | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/acaraje-do-dan-leve--crocante-vila-laura/34f77171-b2f4-4fec-ba49-d99d8005b34e,71983516967,19387814000159,Rua Raul Leite 28,Vila Laura,40270010,4.8,danielsantosdocarmo@yahoo.com.br,"""Cozinha Rápida""","""$""",,,,,,,
S.O.S Salgados. | SALVADOR | iFood,https://www.ifood.com.br/delivery/salvador-ba/sos-salgados-tororo/7799b537-3ce2-4ea8-a8e6-b5c4a9f6c812,71986517578,34871431000145,Rua Monsenhor Ruben Mesquita 2,Tororó,40050085,5,ale1712018@gmail.com,"""Salgados""","""$""",,,,,,,
