Nome do negócio,Nome do contato no negócio,Qual feature está indisponível,Motivo fechamento perdido,Data entrada perdido SDR,Data entrada perdido CLOSER,Número de lojas,Observação,Observações de atividades
jovens moda,,,Não é Restaurante,2024-11-19T15:39:52.621Z,,,,
Curvellano Petrucelli,,,Limpeza de Funil,2025-07-22T17:54:15.323Z,,2,,
A&C Consultoria Telecomunicações,,,Não é Restaurante,2024-11-19T21:24:06.550Z,,,,
Marmitaria Sempre Quentinha,,,Limpeza de Funil,2025-08-14T16:27:45.621Z,2025-05-06T16:50:39.315Z,2,,
Eclair,,,Parou de responder,2025-03-20T13:54:46.135Z,,,,
Porto Sushi Delivery,,,Parou de responder,2025-03-19T13:49:32.627Z,,,,
Universidade Positivo,,,Não é Restaurante,2024-11-22T19:18:06.054Z,,,,
Frutas e Verduras Marques,,,Não é Restaurante,2025-03-14T16:54:54.632Z,,,,
Go Juice - Natural Food,,Fidelidade,Feature indisponível,2025-05-28T17:45:09.702Z,,1,,
Rio Novo drinks e restaurante ltda,,,No Show sequenciado,2025-01-10T12:34:45.980Z,,1,,
Belle Vue Bistro,,,Limpeza de Funil,2025-03-20T18:39:55.970Z,,,,
Gastrô Bar e Restaurante,,,Parou de responder,2025-03-20T13:51:29.048Z,,,,
Hawk teste,,,Teste,2024-11-22T19:03:27.731Z,,,,
EDR Inspeções e Sinistros,,,Limpeza de Funil,2025-08-14T17:26:28.236Z,,,,
Maksell Refrigeração,,,Não é Restaurante,2024-11-22T19:38:12.670Z,,,,
Lobo,,,No Show sequenciado,2025-04-24T19:14:50.085Z,,1,,
Excellence,,,Sem contato,2024-12-20T22:27:29.189Z,,,,
Santo Hambúrguer & Zé Brasa,,,Limpeza de Funil,2025-03-18T13:16:10.854Z,,,,
Crush,,,Empresa Encerrada,2025-03-13T14:48:43.928Z,,,,
Cozinha tipica,,,Não é Restaurante,2025-03-13T14:51:31.914Z,,,,
Casa Videira,,,Contato inexistente,2024-11-22T19:43:57.225Z,,1,,
Consultora,,,Limpeza de Funil,2025-07-22T17:54:15.323Z,,,,
Hot dog da família oliveira,,,Sem contato,2024-12-20T22:27:05.934Z,,,,
Grupo Hummm!,,,Não é Restaurante,2024-11-25T11:37:38.885Z,,,,
Sabor dos lanches,,,Sem contato,2024-12-20T22:26:53.062Z,,,,
Intervalo.com,,,Não é Restaurante,2024-11-25T11:34:57.980Z,,,,
Varanda Burguer,,,Sem contato,2024-12-20T22:26:37.852Z,,,,
Embraco,,,Contato inexistente,2024-11-25T11:33:01.493Z,,,,
Barra Futebol Clube - Página Oficial,,,Não é Restaurante,2024-11-25T11:30:27.190Z,,,,
Cc,,,Não é Restaurante,2024-11-25T11:31:01.349Z,,,,
Mamma food,,,Sem contato,2024-12-20T22:21:50.229Z,,,,
Jah do Açaí | Shopping Piracicaba,,,Parou de responder,2025-01-24T18:54:40.389Z,,,,
Rancho P&R,,,Faturamento abaixo da SLA,2024-12-20T22:21:24.014Z,,,,
Morada Bar,,,Sem contato,2024-12-20T22:15:51.747Z,,,,
Maria Chamusca Fsa,,Cardápio Digital;Reserva de mesas;Relação Comanda x Mesa,Feature indisponível,2025-03-11T20:24:45.974Z,,1,,
Sr dos Peixes,,,Sem contato,2024-12-20T22:14:44.996Z,,,,
TRILHA Cervejaria,,,Sem contato,2024-12-20T22:14:30.345Z,,,,
Fantoni decoracao e alma,,,Não é Restaurante,2024-11-26T14:09:29.597Z,,,,
Lá vie verde,,,Sem contato,2024-12-20T22:14:03.381Z,,,,
Bagua Bistro,,,Sem contato,2024-12-20T22:13:34.180Z,,,,
F & C,,,Sem contato,2024-12-20T22:12:52.647Z,,,,
Cantodamarmita,,,Sem contato,2024-12-20T22:11:00.335Z,,,,
Zymi,,,Sem contato,2024-12-20T22:06:54.243Z,,,,
Hawk teste,,,Teste,2024-11-27T13:19:26.892Z,,,,
Hawk teste,,,Teste,2024-11-27T13:19:06.796Z,,,,
Cozinha Industrial Badalados,,,Sem contato,2024-12-20T22:05:13.673Z,,,,
Investfoods,,,Sem contato,2024-12-20T22:02:33.363Z,,,,
Pastel Gigante Marechal,,,Faturamento abaixo da SLA,2025-02-18T17:15:36.888Z,,1,,
NHAC NHAC • Nutrição e Alimentação para Bebês e Crianças,,,Sem contato,2024-12-20T21:56:04.086Z,,,,
Vhsa,,,Não é Restaurante,2024-12-20T21:54:52.306Z,,,,
Buffet Amado,,,Sem contato,2024-12-20T21:53:57.301Z,,,,
Miranda&quot;s marmitex,,,Sem contato,2024-12-20T21:53:25.739Z,,,,
Na casa de mãe petiscaria,,,Parou de responder,2024-12-20T21:52:52.016Z,,,,
grupooyama.com.br,,,Não quis ouvir,2025-04-09T14:37:41.753Z,,,,
Churrascaria manos grill,,,Parou de responder,2025-02-27T18:28:14.136Z,,,,
Dona Lenha Deck Brasil,,,Parou de responder,2025-01-31T20:49:20.086Z,,4,,
Hamburgueria Mooca  -  &quot; O Bello Hamburguer &quot;,,,Sem contato,2024-12-20T21:43:21.287Z,,,,
The Coffee Hut,,,Limpeza de Funil,2025-07-22T17:54:15.323Z,,,,
Marcolino & Neves Construções Ltda,,,Limpeza de Funil,2025-12-03T14:09:18.127Z,,,,
Quinta dos Camargo,,,Parou de responder,2024-12-20T21:41:58.276Z,,,,
Chalé Recepcoes e Eventos,,,Não é Restaurante,2024-12-02T14:07:43.066Z,,,,
Bar do Marcão,,,Parou de responder,2025-03-18T17:13:08.861Z,,,,
Casarão Gastronomia,,,Parou de responder,2025-03-17T18:38:40.504Z,,,,
Buffet Skina,,,Não é Restaurante,2024-12-02T14:38:32.666Z,,,,
ChebleS,,,Parou de responder,2025-03-17T18:36:37.416Z,,,,
PR Vieira lanches,,Modulo Estoque Apartado,Feature indisponível,2025-04-14T21:48:46.750Z,,,,
Alfredoro,,,Parou de responder,2025-04-16T15:52:13.133Z,,,,
Caçarola dos Chefs,,,Não é Restaurante,2025-03-07T12:54:46.211Z,,,,
Novis Projetos,,,Não é Restaurante,2024-12-03T20:29:18.629Z,,,,
Centro Universitário da Fundação Educacional de Barretos,,,Limpeza de Funil,2025-08-14T17:26:28.236Z,,,,
Hotel Tavares Correia - Garanhuns,,,Não é Restaurante,2024-12-03T20:35:19.229Z,,,,
Guia Chef,,,Parou de responder,2025-01-14T20:34:40.614Z,,0,,
Banco Citibank S/A - Pave e Cume Delicias da Malu,,,Não é Restaurante,2024-12-03T20:37:50.216Z,,,,
Doces do Eurico,,Cardápio Digital;Agendamento de pedidos / Encomendas;Emissão de DANFE / NF;Controle de validade - Estoque;Transferencia de mercadoria entre lojas;CRM - Disparo de campanha;Robô de Whatsapp - pedidos;Relatório / Alerta estoque mínimo,Feature indisponível,2025-02-20T13:00:11.150Z,,1,,
Box9,,,Não é Restaurante,2024-12-03T20:43:07.938Z,,,,
BR Rações,,,Não é Restaurante,2024-12-03T22:55:58.338Z,,,,
Dal Capo Forneria,,,Parou de responder,2025-03-18T17:44:34.131Z,,,,
BABS RESTAURANTE E POUSADA,,,Fechou com concorrente,2025-03-12T17:19:22.463Z,,,,
To.Day BR,,,Não é Restaurante,2024-12-03T23:03:38.989Z,,,,
Mix neto ,,,Não é Restaurante,2025-03-11T20:13:05.759Z,,,,
Brazzo pizza,,,Não quis ouvir,2025-02-28T13:25:37.411Z,,,,
LUNCH PLACE,,,Não quis ouvir,2025-02-28T13:17:39.642Z,,,,
Bright Telecom,,,Não é Restaurante,2024-12-03T23:09:14.196Z,,,,
Tribus Bar,,,Esta satisfeito com o sistema atual,2025-04-07T20:04:26.387Z,,,,
Rei do Salgado,,,Não é prioridade,2025-05-02T14:04:08.289Z,,,,
Rodrigo Souza Consultoria Empresarial,,,Não é Restaurante,2024-12-03T22:30:06.291Z,,,,
Nitrogênio café,,,Parou de responder,2025-04-07T20:05:56.012Z,,,,
teste,,,Teste,2024-12-04T15:18:57.230Z,,,,
smeat.com.br,,,Fechou com concorrente,2025-02-28T13:53:21.316Z,,,,
Frango do rancho,,,Fechou com concorrente,2025-02-28T13:41:05.919Z,,,,
mabuti.com.br,,,Parou de responder,2025-03-20T12:28:41.295Z,,,,
It Alimentos Ltda,,,Não é prioridade,2025-03-18T17:28:24.701Z,,,,
Barao Restaurante Bar,,,Sem contato,2025-03-13T16:44:28.214Z,,,,
Cafeteria Pé de Café,,,Fechou com concorrente,2025-03-14T17:17:22.943Z,,,,
Negócio de MarcoPolo Coelho,,,Sem contato,2025-03-12T17:57:46.653Z,,,,
"Estação galeto, cunha sp",,,Contato inexistente,2024-12-04T19:01:20.438Z,,,,
Sou consultora e pretendo conhecer melhor a plataforma para indicar aos meus clientes,,,Não é Restaurante,2024-12-04T18:48:57.587Z,,,,
Jhow Camisetas,,,Não é Restaurante,2024-12-03T22:59:32.604Z,,,,
São José dos Campos,,,Não é Restaurante,2024-12-04T20:43:22.869Z,,,,
Parmeca,,,Parou de responder,2025-03-12T17:11:04.046Z,,,,
Rafa Sushi - Cachoeirinha,,,Parou de responder,2025-03-19T11:03:17.676Z,,,,
Fogao gaucho,,,Sem contato,2025-03-13T14:38:20.449Z,,,,
Smash burger do cheff,,,Parou de responder,2025-02-21T14:18:17.252Z,,,,
Negócio da Amanda Galvão,,,Não é Restaurante,2025-03-06T22:19:20.038Z,,,,
RG Assessoria,,,Não é Restaurante,2024-12-04T17:56:39.729Z,,,,
Boubai,,,Parou de responder,2025-01-14T20:35:49.372Z,,2,,
Hospital do Câncer de Muriaé da Fundação Cristiano Varella,,,Limpeza de Funil,2025-08-14T17:26:28.236Z,,,,
Atol Beer Pub,,,Budget,2024-12-05T16:30:09.371Z,,1,,
Romero Pizzaria Artesanal,,,Sem contato,2024-12-19T13:45:31.261Z,,,,
Bravim & La-Cava,,,Utiliza sistema próprio,2025-02-27T20:44:38.146Z,,,,
RF Grupo,,,Contato inexistente,2024-12-10T19:35:22.424Z,,,,
Poison Donuts,,,Sem contato,2024-12-19T13:46:28.927Z,,,,
Restaurante Marchetti,,,Sem contato,2024-12-19T13:47:23.860Z,,,,
Carnes,,,Sem contato,2024-12-19T13:48:49.326Z,,,,
Lotus,,,Contato inexistente,2024-12-05T20:54:32.981Z,,,,
Intercultural,,,Não é Restaurante,2024-12-05T20:52:27.508Z,,,,
Sr Chau,,Cardápio Digital;Auto Atendimento;Fidelidade;Balança;Pesquisa de Satisfação com Cliente;Relatório / Alerta estoque mínimo,Feature indisponível,2024-12-06T13:28:21.172Z,,1,,
Due Caffé,,,Parou de responder,2025-02-21T14:20:15.085Z,,1,,
Negócio João,,,Contato inexistente,2024-12-05T21:13:24.220Z,,1,,
Dom Gil Restaurante,,,Sem contato,2024-12-19T13:52:44.412Z,,,,
Or,,,Sem contato,2024-12-19T13:54:29.465Z,,,,
Famiglia Gasperin Pizzaria Delivery,,,Fidelidade com outro sistema,2024-12-06T17:45:47.616Z,,,,
Brooklyn street food,,,Parou de responder,2025-03-10T14:09:10.452Z,,,,
Grano Pizzeria,,,Parou de responder,2025-02-27T15:29:20.527Z,,1,,
Duvan,,,Não quis ouvir,2024-12-06T17:28:51.859Z,,,,
Força Aérea Brasileira,,,Não é Restaurante,2024-12-06T16:58:40.095Z,,,,
Boubai,,,Esta satisfeito com o sistema atual,2025-08-13T18:17:31.348Z,2025-05-06T16:51:18.364Z,2,,
Autônomo,,,Não é Restaurante,2024-12-19T19:55:50.857Z,,,,
Xxxxxx,,,Sem contato,2024-12-19T20:46:39.301Z,,,,
Amicci Anchieta,,,Esta satisfeito com o sistema atual,2024-12-12T18:40:45.915Z,,,,
Al Sultan,,,Sem contato,2025-04-09T19:25:54.558Z,,,,
Mestre Kuka Burguer,,,Sem contato,2025-03-19T11:04:26.007Z,,,,
Negócio de Simone Estevam Domingos,,,Não é Restaurante,2025-03-06T20:23:14.871Z,,,,
souljazz,,,Sem contato,2025-04-09T19:22:42.886Z,,,,
Shoubai Japanese Cuisine,,,Sem contato,2025-03-18T18:06:43.480Z,,,,
Coliseu,,,Esta satisfeito com o sistema atual,2024-12-09T21:16:24.973Z,,2,,
Caju,,,Sem contato,2025-03-14T17:11:47.640Z,,,,
Moai Restobar,,,Sem contato,2025-04-15T20:59:38.829Z,,,,
Ponto das Letras,,,Fechou com concorrente,2025-03-12T18:55:19.613Z,,,,
Emidio Churrascaria e Pizzaria Ltda,,,Empresa Encerrada,2025-04-15T21:01:55.705Z,,,,
Br,,,Contato inexistente,2024-12-09T18:03:10.272Z,,,,
Pizzaria Clube do Queijo,,,Fechou com concorrente,2025-04-15T21:03:52.357Z,,,,
Quituteria,,,Faturamento abaixo da SLA,2025-03-31T16:48:47.762Z,,1,,
Café La Cabane,,,Faturamento abaixo da SLA,2024-12-12T13:55:41.296Z,,1,,
Pizzaria,,,Contato inexistente,2024-12-10T14:37:50.654Z,,,,
Produto Facil.com,,,Não é Restaurante,2024-12-09T14:56:54.638Z,,,,
The fish,,,Limpeza de Funil,2025-07-18T14:09:55.990Z,,,,
kseiro,,,Parou de responder,2025-03-26T20:49:03.926Z,,,,
Negócio Samara,,,Parou de responder,2025-02-21T14:23:41.258Z,,1,,
Feirinha,,,Não quis ouvir,2025-02-27T20:46:36.775Z,,,,
Walking Street Burguer,,,Parou de responder,2025-01-14T20:37:45.074Z,,1,,
Hospital Evangélico de Cachoeiro de Itapemirim,,,Não é Restaurante,2024-12-10T18:47:28.336Z,,,,
El Padre Floripa,,,Parou de responder,2025-02-27T15:03:08.977Z,,3,,
Dee Jay,,,Faturamento abaixo da SLA,2024-12-10T19:15:33.685Z,,1,,
Mar a Fora,,,Fechou com concorrente,2025-01-07T19:58:54.450Z,,1,,
Restaurante Pinheiro,,,Faturamento abaixo da SLA,2024-12-11T18:30:51.329Z,,1,,
MWM Motores e Geradores,,,Não é Restaurante,2024-12-11T13:16:59.006Z,,,,
Teste link bio,,,Teste,2024-12-11T12:57:01.564Z,,,,
Negócio Flaviane,,,Sem contato,2024-12-11T13:11:56.500Z,,,,
Negócio Igor,,,Sem contato,2024-12-11T13:12:34.259Z,,,,
Teste Demo,,,Teste,2024-12-11T13:36:16.966Z,,,,
testeblog2,,,Teste,2024-12-11T13:43:25.285Z,,,,
Teste make,,,Teste,2024-12-11T17:41:42.478Z,,,,
Negócio Arthur Felipe,,,Parou de responder,2025-01-31T18:46:06.575Z,,,,
Cupcake.ito,,,Parou de responder,2025-01-14T20:40:20.454Z,,1,,
Zona. Sul,,,Não é Restaurante,2024-12-12T13:42:54.665Z,,,,
Tempero 85,,,Parou de responder,2025-01-14T20:37:06.615Z,,1,,
Far Far Away,,,Sem contato,2025-03-19T11:05:37.090Z,,,,
O AVIADOR,,,Limpeza de Funil,2025-04-15T12:24:22.744Z,,,,
Torresmos,,,Fechou com concorrente,2025-03-18T18:28:23.666Z,,,,
Padaria cravo e canela,,,Parou de responder,2025-04-07T20:06:50.705Z,,,,
Rotisserie Mao na Massa,,,Não quis ouvir,2025-04-15T12:25:51.121Z,,,,
Tomodachi Sushibar,,,Sem contato,2025-04-16T23:44:06.020Z,,,,
Marmitaria Delícias da Su,,,Sem contato,2025-04-15T12:26:53.858Z,,,,
UaL Burger - Hamburgueria,,,Faturamento abaixo da SLA,2025-04-08T16:40:30.237Z,,,,
Wailka’s - Bar & Gastronomia,,,Contato inexistente,2024-12-13T14:37:11.024Z,,,,
Seu chapa burguer,,,Não quis ouvir,2025-04-15T21:05:25.294Z,,,,
Nik's,,,Faturamento abaixo da SLA,2025-02-21T14:26:16.594Z,,,,
Hawk,,,Teste,2024-12-20T21:33:46.641Z,,,,
Bar da Praia da Asbac,,,Não é Restaurante,2025-03-07T20:37:45.650Z,,,,
Hawk - Hard Work & Data - New Deal,,,Teste,2024-12-13T13:51:40.598Z,,,,
Yasminclsx,,,Não quis ouvir,2025-04-15T12:28:26.454Z,,,,
Chaplin,,,Sem contato,2025-03-19T11:27:29.413Z,,,,
Lobo Confeitaria,,,Não quis ouvir,2025-03-13T18:26:50.319Z,,,,
Manero,,,Parou de responder,2025-03-19T11:26:40.825Z,,,,
Alpha Gastronomia,,,Não é prioridade,2025-03-07T19:09:29.643Z,,,,
Divino fast food,,,Limpeza de Funil,2025-04-07T20:13:33.650Z,,,,
Nbr,,,Contato inexistente,2024-12-16T15:19:36.376Z,,,,
Bibi delicatessen,,,Não é prioridade,2024-12-16T15:24:12.529Z,,,,
Satel Brasil,,,Contato inexistente,2024-12-16T15:31:13.682Z,,,,
Tbrownie,,,Não tem Restaurante,2024-12-16T15:36:58.066Z,,,,
Arquitetura,,,Não é Restaurante,2024-12-16T12:51:42.106Z,,,,
Habbo cozinha,,,Contato inexistente,2024-12-16T12:48:56.357Z,,,,
Armazém da Passagem,,,Esta satisfeito com o sistema atual,2025-03-18T17:40:11.767Z,,,,
Vernazza Culinária Italiana,,Integração,Feature indisponível,2024-12-16T15:48:03.823Z,,1,,
Chef Erika Apipe,,,Faturamento abaixo da SLA,2025-02-21T14:26:39.039Z,,,,
Fdm -Fogão do Mira,,,Esta satisfeito com o sistema atual,2025-02-26T20:59:49.823Z,,1,,
Hamburgueria do Du,,,Sem contato,2025-03-18T18:57:37.904Z,,,,
Chaves Confeitaria e restaurante,,,Faturamento abaixo da SLA,2025-01-06T20:37:09.151Z,,2,,
Toffs,,,Parou de responder,2025-01-14T20:36:28.508Z,,1,,
DeliciarTe,,,Parou de responder,2025-02-27T15:01:39.408Z,,1,,
Comida forte,,,Faturamento abaixo da SLA,2025-01-31T18:41:27.268Z,,,,
Restaurante Bate Papo,,,Limpeza de Funil,2025-10-27T18:09:40.650Z,,1,,
Fila Fila Cia Ltda,,,Esta satisfeito com o sistema atual,2025-02-18T17:32:05.168Z,,,,
Carapirá,,,Faturamento abaixo da SLA,2024-12-18T09:53:46.925Z,,1,,
coffsant,,,Faturamento abaixo da SLA,2025-02-21T14:27:15.120Z,,,,
Restaurante da docha,,,Limpeza de Funil,2025-04-15T21:05:54.145Z,,,,
Taurus Gastrobar,,,Parou de responder,2025-01-14T20:40:00.506Z,,1,,
Green dog,,,Negócio em Duplicidade,2025-09-11T19:49:39.361Z,2025-07-29T17:39:37.583Z,4,,
Negócio Paulo Correia,,,Limpeza de Funil,2025-02-27T20:29:11.670Z,,,,
Tasca Restaurante e Bar,,,Limpeza de Funil,2025-04-15T21:06:14.212Z,,,,
Villa Cabrobó,,,Parou de responder,2025-07-18T14:10:54.783Z,,1,,
Carrasco Bar,,,Faturamento abaixo da SLA,2024-12-18T15:45:20.228Z,,1,,
Terrapí,,,Limpeza de Funil,2025-05-12T13:35:18.244Z,,1,,
Corretor de Imoveis,,,Não é Restaurante,2024-12-18T21:26:02.944Z,,,,
A4,,,Limpeza de Funil,2025-08-14T17:29:18.606Z,,,,
Restaurante Bate Papo,,Relação Comanda x Mesa;Emissão de DANFE / NF,Budget,2025-09-11T11:37:43.108Z,2025-05-06T17:56:51.286Z,1,,
Nosso Lanchinho Teresina,,,Sem contato,2025-03-14T18:18:40.582Z,,,,
Manjericao,,,Não tem Restaurante,2025-02-28T14:04:40.819Z,,,,
Trovatta,,,Limpeza de Funil,2025-08-14T17:27:21.047Z,,,,
Bodeco Bar e Pesticaria,,,Budget,2025-02-21T18:14:04.513Z,,,,
Myservice,,,Não é Restaurante,2024-12-20T09:42:06.903Z,,,,
Madame,,,Sem contato,2025-03-31T14:39:34.558Z,,,,
Restaurante e marmita,,,Faturamento abaixo da SLA,2025-02-26T13:48:15.981Z,,,,
Deck,,,Não quis ouvir,2025-03-17T20:32:55.132Z,,,,
Divina Mestra Doceria Artesanal,,,Faturamento abaixo da SLA,2025-02-26T13:47:31.966Z,,,,
Prismar,,,Não quis ouvir,2025-03-13T18:16:04.850Z,,,,
Cantinho carioca,,,Faturamento abaixo da SLA,2025-01-14T19:50:45.171Z,,1,,
Coza linda,,,Faturamento abaixo da SLA,2025-03-17T20:33:26.883Z,,,,
Nation’s Food,,,Limpeza de Funil,2025-03-17T20:33:43.792Z,,,,
Brazziliano Pizzeria,,,Sem contato,2025-02-26T19:53:10.699Z,,,,
bar e rest piubraziliano,,,Limpeza de Funil,2025-08-29T18:19:01.638Z,,,,
Doggao e Pratos de Responsa,,,Parou de responder,2025-01-24T18:52:57.153Z,,2,,
Bistrô Imperial,,,Limpeza de Funil,2025-07-18T14:11:51.262Z,,,,
A Cabana,,,Parou de responder,2025-03-18T14:20:34.217Z,,,,
Recanto itaim Churrascaria,,Totem;Auto Atendimento;Balança;Cardápio Digital,Feature indisponível,2025-02-21T14:30:11.594Z,,,,
Profissional Em Marketing Multinivel,,,Não é Restaurante,2024-12-26T12:41:52.257Z,,,,
Carmel,,,Limpeza de Funil,2025-07-22T17:54:15.323Z,,,,
Porto Mediterraneo Restaurante Ltda,,,Parou de responder,2025-02-21T14:35:10.705Z,,,,
Santa Casa,,,Não é Restaurante,2024-12-26T12:34:46.134Z,,,,
Pizza,,,Parou de responder,2025-03-10T13:38:50.886Z,,,,
Nenhum,,,Não tem Restaurante,2024-12-26T12:53:05.032Z,,,,
Zawa,,,Não é Restaurante,2024-12-26T12:55:04.223Z,,,,
FatBull,,,Limpeza de Funil,2025-03-17T20:34:07.115Z,,,,
LUum,,,Limpeza de Funil,2025-07-18T14:10:49.452Z,,1,,
Terraço bistrô,,,Parou de responder,2025-03-10T13:33:30.446Z,,,,
Pizzaria Hércules,,,Não é Restaurante,2025-02-28T17:02:24.775Z,,,,
Consultórios Associados,,,Não é Restaurante,2024-12-26T13:03:31.270Z,,,,
Mql,,,Não é Restaurante,2024-12-26T13:03:09.884Z,,,,
Negócio Sergio Santana,,,Parou de responder,2025-02-21T14:39:55.594Z,,1,,
Negócio Gomes,,,Não é Restaurante,2025-02-27T17:14:01.900Z,,,,
Negócio Ju,,,Sem contato,2025-03-07T14:21:22.401Z,,,,
SEBRAE-SP,,,Não é Restaurante,2024-12-26T20:05:09.143Z,,,,
thie sushi,,,Empresa Encerrada,2025-01-14T19:54:32.113Z,,1,,
Espetinho Do Vale,,,Esta satisfeito com o sistema atual,2025-02-21T14:41:33.764Z,,,,
Gru lanches saguaçu,,,Sem contato,2025-03-06T14:31:10.819Z,,,,
Little Mamma,,,Sem contato,2025-03-06T14:34:14.421Z,,,,
Refeições coletivas,,,Não é prioridade,2025-02-27T17:00:03.870Z,,,,
VF Atelie,,,Faturamento abaixo da SLA,2025-01-07T11:57:26.457Z,,1,,
Lomos,,,Parou de responder,2025-03-07T18:41:27.063Z,,,,
Emporio Du Ze,,Cardápio Digital,Feature indisponível,2025-02-25T19:14:07.809Z,,2,,
Shot Rock Bar,,,Fechou com concorrente,2025-04-15T12:30:05.971Z,,,,
Pesque Pague do Marcão,,,Fechou com concorrente,2025-03-13T18:41:06.610Z,,,,
Lá cuccina,,,Sem contato,2025-03-11T17:04:51.840Z,,,,
Chef Lu refeicoes,,,Faturamento abaixo da SLA,2025-02-27T18:31:31.706Z,,,,
Danatta,,,Contato inexistente,2025-01-06T15:27:36.635Z,,,,
AP,,,Faturamento abaixo da SLA,2025-01-02T14:49:30.298Z,,,,
Confeitaria Sweet,,,Parou de responder,2025-02-25T19:02:14.774Z,,,,
Insanos Hamburgueria,,,No Show sequenciado,2025-03-12T13:01:27.939Z,,,,
Kami,,,Fechou com concorrente,2025-03-12T13:08:14.674Z,,,,
Particular,,,Não é Restaurante,2025-01-02T14:47:26.310Z,,,,
Brisanet Telecomunicações,,,Não é Restaurante,2025-01-02T14:46:35.620Z,,,,
AMÉRICO,,,Faturamento abaixo da SLA,2025-01-02T14:49:30.298Z,,,,
Luciana Barbosa Doceria Ltda,,,Sem contato,2025-03-12T13:04:04.482Z,,,,
Resenha restaurante,,,No Show sequenciado,2025-03-12T12:57:41.695Z,,,,
Churraspão e Ohana Lasanhas,,,Parou de responder,2025-04-07T20:14:55.830Z,,,,
Vale,,,Sem contato,2025-02-26T13:43:05.700Z,,,,
Aqui em casa,,,Sem contato,2025-07-19T21:43:26.877Z,,,,
CIAC Raymundo Andrade,,,Não é Restaurante,2025-01-02T14:45:35.081Z,,,,
Advogado,,,Não é Restaurante,2025-01-02T14:45:05.826Z,,,,
Refúgio dos piratas,,,Faturamento abaixo da SLA,2025-01-02T14:49:30.298Z,,,,
Bonamesa restaurante,,,Parou de responder,2025-02-25T19:02:38.355Z,,1,,
Rudi,,,Faturamento abaixo da SLA,2025-01-02T14:49:30.298Z,,,,
Nova hera,,,Faturamento abaixo da SLA,2025-01-02T14:50:46.648Z,,,,
Restaurante Executive,,,Esta satisfeito com o sistema atual,2025-02-25T17:53:44.597Z,,,,
Atelie do sabor,,,Esta satisfeito com o sistema atual,2025-03-10T18:07:43.720Z,,,,
Panela de Pedra,,,Faturamento abaixo da SLA,2025-01-02T14:49:30.298Z,,,,
Ripito Cafeteria,,,Parou de responder,2025-03-18T17:49:33.822Z,,,,
Franquia,,,Processos internos não adaptáveis,2025-01-06T15:41:48.330Z,,1,,
Chez Panadas,,,Faturamento abaixo da SLA,2025-02-25T19:03:16.735Z,,,,
Consultor,,,Não é Restaurante,2025-01-02T14:44:27.649Z,,,,
"Líder 101,5",,,Não é Restaurante,2025-01-02T14:41:17.889Z,,,,
Jatoba,,,Budget,2025-03-19T14:27:04.667Z,,,,
Otto,,,Contato inexistente,2025-03-14T14:35:22.992Z,,,,
Joyce Alves - Fábrica de Pães,,,Parou de responder,2025-02-25T17:50:50.602Z,,,,
La Rocha,,,Contato inexistente,2025-02-25T20:15:57.242Z,,,,
ITZZA,,,Parou de responder,2025-03-14T14:50:23.807Z,,,,
Garagem86,,,Não quis ouvir,2025-02-25T19:57:25.032Z,,,,
Restaurante parauna,,,Limpeza de Funil,2025-07-19T21:51:49.169Z,,1,,
Praia Bar,,,Parou de responder,2025-03-18T17:48:12.722Z,,,,
NEC Bar,,,Limpeza de Funil,2025-04-15T21:07:11.126Z,,,,
Batata e Bacon,,,Limpeza de Funil,2025-07-22T17:54:15.323Z,,,,
Amor de mãe ,,Balança,Feature indisponível,2025-02-25T18:02:18.586Z,,,,
Jolly pizzaria,,,Não tem Restaurante,2025-01-13T17:25:04.579Z,,1,,
82996886211,,,Faturamento abaixo da SLA,2025-01-02T14:49:30.298Z,,,,
Mercado Bem Bom,,,Não quis ouvir,2025-04-15T21:07:33.162Z,,,,
Katú,,,Faturamento abaixo da SLA,2025-01-02T14:49:30.298Z,,,,
Jornal Novo Tempo - GARIBALDI,,,Não é Restaurante,2025-01-02T14:38:40.554Z,,,,
Grupo Casa do Açaí & Hamburgueria,,,Esta satisfeito com o sistema atual,2025-03-12T17:28:18.538Z,,,,
agua viva,,,Limpeza de Funil,2025-07-18T14:11:59.690Z,,,,
Churrascaria Rondon,,,Esta satisfeito com o sistema atual,2025-03-12T17:29:23.242Z,,,,
Delícias Caseiras,,,Fechou com concorrente,2025-02-25T18:18:35.986Z,,,,
Quintal Jaraguá,,,Limpeza de Funil,2025-04-15T21:07:55.520Z,,,,
Vila suahi,,,Limpeza de Funil,2025-07-18T14:12:08.971Z,,,,
Panela mágica,,,Empresa Encerrada,2025-02-25T20:37:17.859Z,,,,
MELLIN café bistrô,,,Limpeza de Funil,2025-03-12T17:25:33.055Z,,,,
Roseli Paz Café e Confeitaria,,,Faturamento abaixo da SLA,2025-02-25T20:33:50.637Z,,,,
Lord delicias no pote,,,Não é Restaurante,2025-02-27T18:25:04.765Z,,,,
Entrecot e cia,,,Limpeza de Funil,2025-07-18T14:32:50.717Z,,,,
Ponto Final,,,Não é Restaurante,2025-03-12T17:24:45.064Z,,,,
A Francesinha,,,Limpeza de Funil,2025-03-12T17:24:05.949Z,,,,
Restro Ananin,,,Não quis ouvir,2025-03-12T17:15:21.786Z,,,,
Miguelito Restaurante,,,Contato inexistente,2025-01-07T20:58:27.192Z,,,,
Boteco de cueca,,,Não quis ouvir,2025-04-07T21:06:41.178Z,,,,
